accessLevel,description,format,frequency,identifier,modified,title,webService,accessURL,created,feed,keyword,releaseDate,theme,distribution/0/accessURL,distribution/0/formats/0/label,distribution/0/formats/0/value,distribution/1/accessURL,distribution/1/formats/0/label,distribution/1/formats/0/value,distribution/2/accessURL,distribution/2/formats/0/label,distribution/2/formats/0/value,distribution/3/accessURL,distribution/3/formats/0/label,distribution/3/formats/0/value,distribution/4/accessURL,distribution/4/formats/0/label,distribution/4/formats/0/value,distribution/5/accessURL,distribution/5/formats/0/label,distribution/5/formats/0/value,keywords/0,keywords/1,keywords/2,keywords/3,keywords/4,keywords/5,keywords/6,keywords/7,keywords/8,keywords/9,keywords/10,keywords/11,keywords/12,keywords/13,keywords/14,keywords/15,keywords/16,keywords/17,keywords/18,keywords/19,keywords/20,keywords/21,keywords/22,keywords/23,keywords/24,keywords/25,keywords/26,keywords/27,keywords/28,keywords/29,keywords/30,keywords/31,keywords/32,keywords/33,keywords/34,keywords/35,keywords/36,keywords/37,keywords/38,keywords/39,keywords/40,keywords/41,keywords/42,keywords/43,keywords/44,keywords/45,keywords/46,keywords/47,keywords/48,keywords/49,keywords/50,keywords/51,keywords/52,keywords/53,keywords/54,keywords/55,keywords/56,keywords/57,keywords/58,keywords/59,keywords/60,keywords/61,keywords/62,keywords/63,keywords/64,keywords/65,keywords/66,keywords/67,keywords/68,keywords/69,keywords/70,keywords/71,keywords/72,keywords/73,keywords/74,keywords/75,keywords/76,keywords/77,keywords/78,keywords/79,keywords/80,keywords/81,keywords/82,keywords/83,keywords/84
Public,GIS data: Boundaries of City Council Districts (water areas included),application/zip; charset=binary,,jgqm-ccbd,2013-11-01,City Council Districts (water areas included),,https://data.cityofnewyork.us/api/file_data/-2scr0vsq2EIegsu4fAuXvP8K22pkfVX9aD_wGAjfXk?filename=DCP_nyccwiav_001.zip,2013-04-18,,"city council districts (water areas included),dcp,gis,map",2013-04-18,City Government,https://data.cityofnewyork.us/api/file_data/-2scr0vsq2EIegsu4fAuXvP8K22pkfVX9aD_wGAjfXk?filename=DCP_nyccwiav_001.zip,application/zip; charset=binary,application/zip; charset=binary,,,,,,,,,,,,,,,,city council districts (water areas included),dcp,gis,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,GIS data: Boundaries of Congressional Districts (water areas included),application/zip; charset=binary,,62dw-nwnq,2013-11-01,Congressional Districts (water areas included),,https://data.cityofnewyork.us/api/file_data/uBl8jEKEgqAdgDlW3lFC0-_SaWISrXEd9UQ9IzdPLmM?filename=DCP_nycgwiav_001.zip,2013-04-18,,"congressional districts (water areas included),dcp,congress,gis,maps",2013-04-18,City Government,https://data.cityofnewyork.us/api/file_data/uBl8jEKEgqAdgDlW3lFC0-_SaWISrXEd9UQ9IzdPLmM?filename=DCP_nycgwiav_001.zip,application/zip; charset=binary,application/zip; charset=binary,,,,,,,,,,,,,,,,congressional districts (water areas included),dcp,congress,gis,maps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,GIS data: Boundaries of City Council Districts,application/zip; charset=binary,,yusd-j4xi,2013-11-01,City Council Districts,,https://data.cityofnewyork.us/api/file_data/7jR-YyCvFPajgsCabKEaO2zugpO2B6PLmHBQ6gU9_68?filename=nycc_12c.zip,2013-01-29,,"geographic,voting,location,map,cartography,city council,council,boundary,elect,election,city council districts,dcp",2013-01-29,City Government,https://data.cityofnewyork.us/api/file_data/7jR-YyCvFPajgsCabKEaO2zugpO2B6PLmHBQ6gU9_68?filename=nycc_12c.zip,application/zip; charset=binary,application/zip; charset=binary,,,,,,,,,,,,,,,,geographic,voting,location,map,cartography,city council,council,boundary,elect,election,city council districts,dcp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,GIS data: Boundaries of Congressional Districts,application/zip; charset=binary,,qd3c-zuu7,2013-11-01,Congressional Districts,,https://data.cityofnewyork.us/api/file_data/7sKx3zUYAES191BKTxKE3e6PuWqp3UZpAST3se1j4bE?filename=nycg_12c.zip,2013-01-29,,"geographic,voting,location,map,cartography,district,congress,congressional,boundary,elect,election,congressional districts,dcp",2013-01-29,City Government,https://data.cityofnewyork.us/api/file_data/7sKx3zUYAES191BKTxKE3e6PuWqp3UZpAST3se1j4bE?filename=nycg_12c.zip,application/zip; charset=binary,application/zip; charset=binary,,,,,,,,,,,,,,,,geographic,voting,location,map,cartography,district,congress,congressional,boundary,elect,election,congressional districts,dcp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,GIS data: Boundaries of Health Areas,application/zip; charset=binary,,5p78-k3zm,2013-11-01,Health Areas,,https://data.cityofnewyork.us/api/file_data/9lU4Zv507MkHMUMPhZS9zdtikIp4Wqmx8m3qWbtwdDY?filename=nyha_12c.zip,2013-01-29,,"health areas,dcp,health,city planning",2013-01-29,Health,https://data.cityofnewyork.us/api/file_data/9lU4Zv507MkHMUMPhZS9zdtikIp4Wqmx8m3qWbtwdDY?filename=nyha_12c.zip,application/zip; charset=binary,application/zip; charset=binary,,,,,,,,,,,,,,,,health areas,dcp,health,city planning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,GIS data: Boundaries of School Districts,application/zip; charset=binary,,r8nu-ymqj,2013-12-17,School Districts,,https://data.cityofnewyork.us/api/file_data/sKqUWdU4UNZqrAzmBgVanhA-_53T14foAmdbM_FwbKo?filename=nysd_12c.zip,2013-01-29,,"school districts,education,dcp,city planning,maps",2013-01-29,Education,https://data.cityofnewyork.us/api/file_data/sKqUWdU4UNZqrAzmBgVanhA-_53T14foAmdbM_FwbKo?filename=nysd_12c.zip,application/zip; charset=binary,application/zip; charset=binary,,,,,,,,,,,,,,,,school districts,education,dcp,city planning,maps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,GIS data: Boundaries of Police Precincts,application/zip; charset=binary,,78dh-3ptz,2013-11-01,Police Precincts,,https://data.cityofnewyork.us/api/file_data/9UsTEYKeAA_EwOEZFX-7p5bIobcckVF7JoZByF-dW_s?filename=nypp_12c.zip,2013-01-29,,"police precincts,dcp,geographic,location,map,cartography,safety,crime,boundary,police,policeman,cop,division,precinct,precincts,gis,jurisdiction,school,health,fire & police gis: police precincts",2013-01-29,Public Safety,https://data.cityofnewyork.us/api/file_data/9UsTEYKeAA_EwOEZFX-7p5bIobcckVF7JoZByF-dW_s?filename=nypp_12c.zip,application/zip; charset=binary,application/zip; charset=binary,,,,,,,,,,,,,,,,police precincts,dcp,geographic,location,map,cartography,safety,crime,boundary,police,policeman,cop,division,precinct,precincts,gis,jurisdiction,school,health,fire & police gis: police precincts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,The LION Differences File (LDF) documents segment and node level changes that have occurred in the LION file between two subsequent releases.  This file allows a user who “ties” organizational data to DCP’s Segment ID and/or Node ID to migrate their data appropriately when these changes occur.,application/zip; charset=binary,,ige5-v6sk,2013-11-01,LION Differences File,,https://data.cityofnewyork.us/api/file_data/daEGku6hvfXojihe1U4YD8iCXdMvQdamTHRRn46hBu4?filename=LDF_13B.zip,2011-10-08,,"node,street,street name,intersection,segment,lion,ldf,change",2011-10-08,Business,https://data.cityofnewyork.us/api/file_data/daEGku6hvfXojihe1U4YD8iCXdMvQdamTHRRn46hBu4?filename=LDF_13B.zip,application/zip; charset=binary,application/zip; charset=binary,,,,,,,,,,,,,,,,node,street,street name,intersection,segment,lion,ldf,change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,"PAD contains geographic information about NYC's tax lots, and the buildings on them. A key component  is a list of geographic identifiers associated with each tax lot. The list includes the buildings the lot contains;  the street addresses and non-addressable street frontages of each of those buildings; all of the street frontages of the lot not associated with buildings; and any Non-Addressable Place Names (NAPs) associated with the lot.",application/zip,,mw4z-r6bv,2013-12-30,Property Address Directory,,http://www.nyc.gov/html/dcp/download/biggapps/DCP_pad_001.zip,2011-08-09,,"dcp,pad,property address directory,lot,tax lot,building,city planning,planning,block",2011-08-09,City Government,http://www.nyc.gov/html/dcp/download/biggapps/DCP_pad_001.zip,zip,application/zip,,,,,,,,,,,,,,,,dcp,pad,property address directory,lot,tax lot,building,city planning,planning,block,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,"GIS data:  A single line street base map representing the city's streets and other linear geographic features, along with feature names and address ranges for each addressable street segment.  This dataset includes the Nodes file.  The Nodes file contains a point feature and unique NodeID for each node that exists in the LION file. The Node_StreetName.txt file lists the street names associated with those nodes. Most nodes, representing intersections, will have at least 2 street names associated in the Node_StreetName.txt file",application/zip; charset=binary,,2v4z-66xt,2013-12-23,LION,,https://data.cityofnewyork.us/api/file_data/lSvgo2K2l2-0-_0ogaeg_IDI_uyIXRmqLnR7k8Oyo4o?filename=lion+%281%29.zip,2013-01-28,,"lion,gis,dcp,department of city planning (dcp),nodes",2013-01-28,City Government,https://data.cityofnewyork.us/api/file_data/lSvgo2K2l2-0-_0ogaeg_IDI_uyIXRmqLnR7k8Oyo4o?filename=lion+%281%29.zip,application/zip; charset=binary,application/zip; charset=binary,,,,,,,,,,,,,,,,lion,gis,dcp,department of city planning (dcp),nodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,GIS data: Boundaries of 2010 Census Tracts (water areas included),application/zip; charset=binary,,gx7x-82rk,2013-12-18,2010 Census Tracts (water areas included),,https://data.cityofnewyork.us/api/file_data/lr7VT-PhdTUrHTZ3ifumZFWEBbYLCJXIXvH9dGSOoSo?filename=nyct2010wi_12c.zip,2013-01-23,,"2010 census tracts (water areas included),dcp,city planning,census,water areas",2013-01-23,City Government,https://data.cityofnewyork.us/api/file_data/lr7VT-PhdTUrHTZ3ifumZFWEBbYLCJXIXvH9dGSOoSo?filename=nyct2010wi_12c.zip,application/zip; charset=binary,application/zip; charset=binary,,,,,,,,,,,,,,,,2010 census tracts (water areas included),dcp,city planning,census,water areas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,GIS data: Boundaries of 2000 Census Blocks (water areas included),application/zip; charset=binary,,6cne-um3h,2013-12-23,2000 Census Blocks (water areas included),,https://data.cityofnewyork.us/api/file_data/QLLwkQJq_i0rGB0oyJdcbK1lfAaDbxo-0QZGArqsui4?filename=nycb2000wi_12c.zip,2013-01-28,,"2000 census blocks (water areas included),dcp,census,geographic,location,map,cartography,boundary,block,survey,poll,water,water area",2013-01-28,City Government,https://data.cityofnewyork.us/api/file_data/QLLwkQJq_i0rGB0oyJdcbK1lfAaDbxo-0QZGArqsui4?filename=nycb2000wi_12c.zip,application/zip; charset=binary,application/zip; charset=binary,,,,,,,,,,,,,,,,2000 census blocks (water areas included),dcp,census,geographic,location,map,cartography,boundary,block,survey,poll,water,water area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,GIS data: Boundaries of 2000 Census Blocks,application/zip; charset=binary,,xphm-ebrs,2013-12-23,2000 Census Blocks,,https://data.cityofnewyork.us/api/file_data/Ld18CfQt7FvOblynq2fM7JB6X_FagnCd1hJSX9scd44?filename=nycb2000_12c.zip,2013-01-28,,"2000 census blocks,dcp,census,geographic,location,map,cartography,boundary,block,survey,poll,2000 census blocks & tracts gis: 2000 census blocks",2013-01-28,City Government,https://data.cityofnewyork.us/api/file_data/Ld18CfQt7FvOblynq2fM7JB6X_FagnCd1hJSX9scd44?filename=nycb2000_12c.zip,application/zip; charset=binary,application/zip; charset=binary,,,,,,,,,,,,,,,,2000 census blocks,dcp,census,geographic,location,map,cartography,boundary,block,survey,poll,2000 census blocks & tracts gis: 2000 census blocks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,GIS data: Boundaries of 2000 Census Tracts (water areas included),application/zip; charset=binary,,dpf3-yc2x,2013-10-31,2000 Census Tracts (water areas included),,https://data.cityofnewyork.us/api/file_data/m_WuiLgp2UjKHnedeKNfbvCFYhETnLYo7_-PEak8AdY?filename=nyct2000wi_12c.zip,2013-01-28,,"2000 census tracts (water areas included),dcp,census,geographic,location,map,cartography,boundary,block,survey,poll,water,water area",2013-01-28,City Government,https://data.cityofnewyork.us/api/file_data/m_WuiLgp2UjKHnedeKNfbvCFYhETnLYo7_-PEak8AdY?filename=nyct2000wi_12c.zip,application/zip; charset=binary,application/zip; charset=binary,,,,,,,,,,,,,,,,2000 census tracts (water areas included),dcp,census,geographic,location,map,cartography,boundary,block,survey,poll,water,water area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,GIS data: Boundaries of 2000 Census Tracts,application/zip; charset=binary,,ysjj-vb9j,2013-12-18,2000 Census Tracts,,https://data.cityofnewyork.us/api/file_data/_crPzBDOFNwa94xLxZ6j7LxQIxR_yue-JaEXkoSYCHI?filename=nyct2000_12c.zip,2013-01-28,,"2000 census tracts,dcp,census,geographic,location,map,cartography,boundary,tract,survey,poll",2013-01-28,City Government,https://data.cityofnewyork.us/api/file_data/_crPzBDOFNwa94xLxZ6j7LxQIxR_yue-JaEXkoSYCHI?filename=nyct2000_12c.zip,application/zip; charset=binary,application/zip; charset=binary,,,,,,,,,,,,,,,,2000 census tracts,dcp,census,geographic,location,map,cartography,boundary,tract,survey,poll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,GIS data: Boundaries of 2010 Census Blocks (water areas included),application/zip; charset=binary,,v9xd-tt3e,2013-12-18,2010 Census Blocks (water areas included),,https://data.cityofnewyork.us/api/file_data/x20CEMVKWjyCnWdyaZX_oXO-xKPc-GvNuyZtiwXZNXQ?filename=nycb2010wi_12c.zip,2013-01-23,,"2010 census blocks (water areas included),dcp,city planning,census,water areas",2013-01-23,City Government,https://data.cityofnewyork.us/api/file_data/x20CEMVKWjyCnWdyaZX_oXO-xKPc-GvNuyZtiwXZNXQ?filename=nycb2010wi_12c.zip,application/zip; charset=binary,application/zip; charset=binary,,,,,,,,,,,,,,,,2010 census blocks (water areas included),dcp,city planning,census,water areas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,GIS data: 2010 Census Blocks,application/zip; charset=binary,,v2h8-6mxf,2013-12-23,2010 Census Blocks,,https://data.cityofnewyork.us/api/file_data/SVA-wu4YgeSw9vnbVVz3RUr82nXaJHyogCL8LwpW0n4?filename=nycb2010_12c.zip,2013-01-23,,"2010 census blocks,census,2010,gis,map,dcp",2013-01-23,City Government,https://data.cityofnewyork.us/api/file_data/SVA-wu4YgeSw9vnbVVz3RUr82nXaJHyogCL8LwpW0n4?filename=nycb2010_12c.zip,application/zip; charset=binary,application/zip; charset=binary,,,,,,,,,,,,,,,,2010 census blocks,census,2010,gis,map,dcp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,GIS Data: 2010 Census Tracts,application/zip; charset=binary,,h74c-n4ni,2014-01-31,2010 Census Tracts,,https://data.cityofnewyork.us/api/file_data/jNwITHMF73kF7HYynLnaKXyxkruUKkrh6bU4w6X0c6U?filename=nyct2010_12c.zip,2013-01-23,,"census,geographic,location,map,cartography,boundary,block,survey,poll,20010 census blocks & tracts gis: 2010 census tracts,dcp",2013-01-23,City Government,https://data.cityofnewyork.us/api/file_data/jNwITHMF73kF7HYynLnaKXyxkruUKkrh6bU4w6X0c6U?filename=nyct2010_12c.zip,application/zip; charset=binary,application/zip; charset=binary,,,,,,,,,,,,,,,,census,geographic,location,map,cartography,boundary,block,survey,poll,20010 census blocks & tracts gis: 2010 census tracts,dcp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,"This feature class is a spatial representation of the Sidewalk Cafe regulations in the New York City Zoning Resolution, Chapter 1, Article 4.”",application/zip; charset=binary,,g6we-qajk,2013-11-26,Sidewalk Café Regulations GIS: Shapefile,,https://data.cityofnewyork.us/api/file_data/PrP9MSz9pfCFHUOHq_KYsRBA8QyAYJtoOWV5H_EH58Y?filename=nycgissidewalkcafe_201301_shp.zip,2013-01-28,,"sidewalk café regulations gis: shapefile,department of city planning (dcp),dcp,restaurant,food,cafe",2013-01-28,City Government,https://data.cityofnewyork.us/api/file_data/PrP9MSz9pfCFHUOHq_KYsRBA8QyAYJtoOWV5H_EH58Y?filename=nycgissidewalkcafe_201301_shp.zip,application/zip; charset=binary,application/zip; charset=binary,,,,,,,,,,,,,,,,sidewalk café regulations gis: shapefile,department of city planning (dcp),dcp,restaurant,food,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,"This feature class is a spatial representation of the Sidewalk Cafe regulations in the New York City Zoning Resolution, Chapter 1, Article 4.",application/zip; charset=binary,,mran-v46w,2013-11-26,Sidewalk Café Regulations GIS: Geodatabase,,https://data.cityofnewyork.us/api/file_data/MGX60ijJLqezMebGI9iKR5bEkf3rfz4_vpfz7ezBOGo?filename=DCP_nycgissidewalkcafe_fgdb_001.zip,2013-01-28,,"sidewalk café regulations gis: geodatabase,department of city planning (dcp),restaurant,cafe,gdb",2013-01-28,City Government,https://data.cityofnewyork.us/api/file_data/MGX60ijJLqezMebGI9iKR5bEkf3rfz4_vpfz7ezBOGo?filename=DCP_nycgissidewalkcafe_fgdb_001.zip,application/zip; charset=binary,application/zip; charset=binary,,,,,,,,,,,,,,,,sidewalk café regulations gis: geodatabase,department of city planning (dcp),restaurant,cafe,gdb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,"GIS data: This data set consists of 6 classes of zoning features: zoning districts, special purpose districts, special purpose district subdistricts, limited height districts, commercial overlay districts,  and zoning map amendments.",application/zip; charset=binary,,kdig-pewd,2013-11-26,Zoning GIS Data: ESRI Shape file,,https://data.cityofnewyork.us/api/file_data/3kz6XKWbZHFYT0Dw5ZpDs0sIdShcGd7PGIeWngPboHA?filename=nyih_201211.zip,2013-01-29,,"dcp,zoning,geographic,location,map,cartography,zone,district,commercial",2013-01-29,City Government,https://data.cityofnewyork.us/api/file_data/3kz6XKWbZHFYT0Dw5ZpDs0sIdShcGd7PGIeWngPboHA?filename=nyih_201211.zip,application/zip; charset=binary,application/zip; charset=binary,,,,,,,,,,,,,,,,dcp,zoning,geographic,location,map,cartography,zone,district,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,"GIS data: This data set consists of 6 classes of zoning features: zoning districts, special purpose districts, special purpose district subdistricts, limited height districts, commercial overlay districts,  and zoning map amendments.",application/zip; charset=binary,,mm69-vrje,2013-11-26,Zoning GIS Data: ESRI Geo-database,,https://data.cityofnewyork.us/api/file_data/SohB1x9YXt-OYKvH7e0ah56KZOZLwUePRk4Gh1D2sRk?filename=nycgiszoningfeatures_201311_fgdb.zip,2013-01-29,,"zoning,geographic,location,map,cartography,zone,district,commercial,dcp",2013-01-29,City Government,https://data.cityofnewyork.us/api/file_data/SohB1x9YXt-OYKvH7e0ah56KZOZLwUePRk4Gh1D2sRk?filename=nycgiszoningfeatures_201311_fgdb.zip,application/zip; charset=binary,application/zip; charset=binary,,,,,,,,,,,,,,,,zoning,geographic,location,map,cartography,zone,district,commercial,dcp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,Planimetric basemap layer containing elevations,application/zip,,t9k3-tbwy,2013-10-29,Elevation,,http://gis.nyc.gov/doitt/dl/gisdata/shp/ELEVATION.zip,2012-03-30,,doitt gis,2012-03-30,City Government,http://gis.nyc.gov/doitt/dl/gisdata/shp/ELEVATION.zip,zip,application/zip,,,,,,,,,,,,,,,,doitt gis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,,text/csv,,6xp4-c9qp,2013-10-23,FY2013 MMR Data Extract,https://data.cityofnewyork.us/resource/6xp4-c9qp,https://data.cityofnewyork.us/api/views/6xp4-c9qp/rows.csv?accessType=DOWNLOAD,2013-09-12,https://data.cityofnewyork.us/api/views/6xp4-c9qp/rows.rss,,2013-09-12,,https://data.cityofnewyork.us/api/views/6xp4-c9qp/rows.csv?accessType=DOWNLOAD,csv,text/csv,https://data.cityofnewyork.us/api/views/6xp4-c9qp/rows.json?accessType=DOWNLOAD,json,application/json,https://data.cityofnewyork.us/api/views/6xp4-c9qp/rows.xml?accessType=DOWNLOAD,xml,application/xml,https://data.cityofnewyork.us/api/views/6xp4-c9qp/rows.rdf?accessType=DOWNLOAD,rdf,application/xml+rdf,https://data.cityofnewyork.us/api/views/6xp4-c9qp/rows.xls?accessType=DOWNLOAD,xls,application/excel,https://data.cityofnewyork.us/api/views/6xp4-c9qp/rows.xlsx?accessType=DOWNLOAD,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,A list of all parking facilities in New York City,text/csv,,xbtj-c7ca,2013-12-04,NYC Parking Facilities,https://data.cityofnewyork.us/resource/xbtj-c7ca,https://data.cityofnewyork.us/api/views/xbtj-c7ca/rows.csv?accessType=DOWNLOAD,2011-07-29,https://data.cityofnewyork.us/api/views/xbtj-c7ca/rows.rss,"parking facilities,car,automobile",2011-07-29,Transportation,https://data.cityofnewyork.us/api/views/xbtj-c7ca/rows.csv?accessType=DOWNLOAD,csv,text/csv,https://data.cityofnewyork.us/api/views/xbtj-c7ca/rows.json?accessType=DOWNLOAD,json,application/json,https://data.cityofnewyork.us/api/views/xbtj-c7ca/rows.xml?accessType=DOWNLOAD,xml,application/xml,https://data.cityofnewyork.us/api/views/xbtj-c7ca/rows.rdf?accessType=DOWNLOAD,rdf,application/xml+rdf,https://data.cityofnewyork.us/api/views/xbtj-c7ca/rows.xls?accessType=DOWNLOAD,xls,application/excel,https://data.cityofnewyork.us/api/views/xbtj-c7ca/rows.xlsx?accessType=DOWNLOAD,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,parking facilities,car,automobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
